,1_PINT-invitro.counts,10_PINT-Conv.counts,11_PINT-Conv.counts,12_PINT-Conv.counts,2_PINT-invitro.counts,3_PINT-invitro.counts,4_PINT-invitro.counts,5_PINT-eSPF.counts,6_PINT-eSPF.counts,7_PINT-eSPF.counts,8_PINT-eSPF.counts,9_PINT-Conv.counts
PINT_01684,-0.869556254043064,0.595579555735882,2.11523783118744,0.822609925513307,-0.62456115059697,-0.88590981787045,-1.13969715979759,-0.356541540208072,-0.472871335874451,-0.191564367600608,-0.323916297999582,1.33119061155416
PINT_01685,-0.283430260386577,0.19078462925629,2.25130767599828,0.963555670958431,-0.371498583940615,-0.636874472307423,-0.550199052248284,-0.354078713141209,-0.777783787495178,-0.876821221908342,-0.882455867192871,1.32749398240749
PINT_01686,-1.769698955483,0.728620333230059,1.03823087162043,1.15646191299825,-1.25510557089263,-0.909603728620555,-1.08778110387006,-0.00394312784915456,0.444441863935282,0.175065788388835,0.803764141398204,0.679547575144365
PINT_01687,-0.0070818952324885,2.15407725387551,0.783331661715032,1.22740233658092,-0.119115010307706,-0.0563094555207575,-0.46977845820961,-0.357682252545241,-0.703977733709034,-1.08373695625991,-1.48018151230823,0.113052021921552
PINT_01688,0.99940001626124,0.0865762733913692,0.457357881849988,-0.443300204632902,1.15271536104138,1.44939504990656,0.910585437934746,-0.662722407368051,-1.13023831320385,-1.49131310781384,-1.16736625709979,-0.161089730266821
PINT_01689,1.32849532042237,-1.37889233083237,-0.51274407104111,-0.289866706409796,1.27030221437584,1.2972169461554,1.08203663526527,0.113791257674168,-0.403642454367717,-0.941520036878633,-1.12343975052024,-0.441737023843167
PINT_01766,-1.04215058521152,1.14640206397245,0.668180569297336,1.00065197455088,-0.92839670216233,-1.0019374374382,-1.12544752550656,1.00137903799236,-0.327566478245745,-0.348376984595245,-0.600693289392326,1.55795535673891
PINT_01767,-1.06860994499539,1.12986100963525,0.686113082927057,0.994705488078094,-0.974359438493091,-1.02637655629821,-1.13565537493169,0.883102781476802,-0.311333650741037,-0.201584373209979,-0.580381678744616,1.60451865529683
PINT_01768,-0.465016024988238,1.44661098555383,0.699842686869296,1.09435457786185,-0.752708425941488,-0.960490878383068,-0.795730502653028,0.486997354220418,-0.78002465267494,-0.592767297941103,-1.0120612125902,1.63099339066667
PINT_01769,-1.05885576712766,0.259856733634937,0.261795132643984,0.330152146519151,0.502235942391417,-0.531357765476774,-1.21504023349843,0.751641625053769,-0.389114972317736,-0.0422130947090124,-1.20446961675794,2.33536986964429
PINT_01770,0.28581377096338,0.958808295053356,1.40155949539014,-0.000720799388709666,0.0922740886329236,-1.21404642932707,-1.08652643729316,-1.20674714953545,-1.20952113825591,1.25245590968294,0.92002457460115,-0.193374180523659
PINT_01771,0.21257556913431,1.52418551506625,0.840014178109873,0.479654441138369,0.124656251137077,-0.0138140934116708,-0.556681083407113,0.0459385382616578,-1.00839632709733,-0.912696927726668,-1.98758404639651,1.25214798519177
PINT_01772,-0.196897477912942,0.302646711382007,0.476319887401465,-0.409583725018826,-0.340556334330694,-1.18266622346389,-1.04133698762756,-1.14663792309296,-0.165295328059229,2.25167309120452,0.273858687857838,1.17847562166026
PINT_01773,0.163021557138821,0.954277375479707,-1.26709211695313,-0.173864015969613,-0.0645276936235068,-1.45742252436978,1.2061286005084,-1.44636912144863,0.278014810595643,1.29952592550583,0.908678424275448,-0.400371221139238
PINT_01774,0.409166485646607,1.1648948279075,-0.956734922108418,0.0874071130195833,0.191834222078659,0.414627132522861,-1.13188080891509,-1.33234909889825,-1.33402001196113,1.49464167883907,1.12134327478944,-0.128929892921094
PINT_01775,-0.392876192673105,0.0462800324505273,-0.975490428953161,-0.579851622307386,-0.519168685793765,0.14719193025098,-1.01164197577719,-1.1069217932468,1.80991547541878,1.75969615453029,0.0209720817014877,0.801895024399352
PINT_01776,-0.608462804208627,0.628547615549339,0.57481633137366,0.638676228823957,-1.14530768925326,-1.26714310723488,-1.1713607317975,-0.62285833763789,1.27431708282062,1.27029240431248,-0.648786386129277,1.07726939338138
PINT_01777,-0.384381499295767,0.432332271931688,0.534677594613498,0.582282481054306,-0.622986642630048,-1.34568694414574,-1.51325182209308,-0.461830510892034,1.31598135520123,1.21783180589932,-0.900533626239595,1.14556553659623
PINT_01778,-0.799045886107914,0.574337107464854,0.422568383837988,0.310152270444044,-0.703795999311946,-1.24036397810273,-1.06676345353928,-0.402864485835325,1.32282372332475,1.67428716350298,-1.01146172975558,0.920126884078156
PINT_01806,-1.23061652808744,0.737722386450729,1.05956912295503,0.901074176324598,-1.34698395469468,-1.33108170508594,-1.37912284253911,0.455817944576312,0.480719626289609,0.481154045551087,0.301500688050369,0.870247040209447
PINT_01807,-1.28744568510106,0.832519429761713,1.05018681953373,1.09192430305354,-1.27468117354356,-1.31908348404907,-1.35160498309537,0.458270026571936,0.487374705022647,0.385948609703153,0.201774288349487,0.724817143792848
PINT_01808,-1.2836862724004,0.719219374283558,1.040471704606,1.11107728701151,-1.30147448029597,-1.33409213122782,-1.33301635619826,0.459427498179306,0.477111440341876,0.434387539639352,0.251124942393967,0.759449453666874
PINT_01809,-1.32474110909899,0.70382717801982,1.00997481109097,1.17317072225493,-1.26427570898594,-1.34640480087174,-1.30172029979299,0.482176923260669,0.426149264063445,0.404760872323349,0.261698607766762,0.775383539969711
PINT_01810,-1.32401480061673,0.760159669508633,0.926826211334336,1.05462040480457,-1.30059358642619,-1.34403920259724,-1.33911680105778,0.590760951981007,0.523400213931585,0.457618670360378,0.297267907642329,0.6971103611351
PINT_01811,-1.32285549988669,0.48411673166931,0.570042714361648,1.06048058628406,-1.34471657221682,-1.32959458386569,-1.35348622324908,0.795596439225252,0.616672026829362,0.58138162556458,0.48868253291834,0.753680222365736
PINT_01812,-1.31116976730898,0.516151440735815,0.448232568501645,0.963602046731461,-1.34328129756872,-1.34630093683759,-1.36740768781492,0.809545454520141,0.638487337827033,0.690222834358658,0.575749904541363,0.726168102314092
PINT_01813,-1.3296656549058,0.405380075892131,0.555735004456255,1.04102392017516,-1.33889477108136,-1.32672260806553,-1.34533010036873,0.785405481488318,0.649872423349492,0.606725503475455,0.46850093058618,0.827969794998425
PINT_01814,-1.31982466837558,0.4784652680689,0.521296102612971,1.0383162203568,-1.32531106170965,-1.35526965901571,-1.34783515874578,0.80966109667983,0.615784536206662,0.642338059134448,0.462561497520507,0.779817767266611
PINT_01815,-1.31756476854407,0.415729231737075,0.609721253735644,1.10369853031542,-1.33649904653904,-1.33096054545668,-1.32664939379874,0.831579957332224,0.568168106031573,0.548831210137188,0.385963079330487,0.847982385718922
PINT_01816,-1.31414631293962,0.342581321221328,0.593960421647828,1.09261458516458,-1.34697866009654,-1.32377018767456,-1.32672889373602,0.798058190263491,0.616417179094536,0.620464317999764,0.397791425416356,0.849736613638845
PINT_01817,-1.30561019509707,0.343754451532107,0.675951957779525,1.1042945464694,-1.3347791531923,-1.33585990361147,-1.3261496436821,0.742069571341833,0.579217015476129,0.603461082260353,0.362379417456775,0.891270853266822
PINT_01818,-1.34561524874893,0.396255626064108,0.767634091518045,1.1478905051786,-1.31088012085134,-1.29644006334428,-1.31916784651328,0.722577128839462,0.557022361554406,0.488331791929346,0.276617723629505,0.915774050744364
PINT_01819,-1.32598134324457,0.58611304470774,0.844491807102288,1.22233535331265,-1.31367971201608,-1.29404460079666,-1.29657933275045,0.59536049853901,0.472889358739019,0.448735960414452,0.164168507845364,0.896190458147249
PINT_01927,-0.644033636036346,-2.28072918194011,0.279657115814642,0.702271423253776,0.0119914097020499,0.212924056785483,0.162549736676545,1.31170352990576,-0.397144286909962,-0.217721084112067,-0.676620856282191,1.5351517731424
PINT_01928,0.476909822439326,-2.01101205948873,0.197003851609162,0.450489057493835,0.580926618228081,0.710837763052694,0.721159377439341,0.621092921746841,-0.99457060351291,-0.909642971136737,-1.12764999041173,1.28445621254085
PINT_01929,-0.978738347287922,-0.545452670748393,-0.591893462508938,-1.09337692432991,1.40249983934946,0.812016463776873,-0.710097667428003,-1.02539564991222,0.994967407607486,1.28728107913297,-0.572522998195644,1.02071293054424
PINT_01930,-1.2660198571631,1.15906164340562,0.754317446640263,1.32108195187565,-1.19035203311739,-1.18298705927235,-1.20088922980103,0.4077415465157,0.0981919684784551,0.155222606368117,-0.173762443746047,1.11839345981612
PINT_01931,-1.35632449628814,0.958537124716566,0.676375599086733,1.25366205329215,-1.25267052390856,-1.22224449991997,-1.16425503966444,0.587988882285568,0.182142248503844,0.197366615185225,-0.0331494530322305,1.17257148974325
PINT_01932,-1.28944004158779,0.965109409472871,0.685215987830631,1.21765758629339,-1.31698598993751,-1.24642163199529,-1.22976924180539,0.590621164850415,0.27296111601117,0.277925932118766,-0.000541670190555189,1.07366737893929
PINT_01933,-1.32373063216252,0.97624957234141,0.663612658746377,1.04681444700016,-1.31796895481623,-1.32225974910945,-1.32860556514489,0.695527873609473,0.452476088240895,0.431405799612901,0.282552898901584,0.743925562780297
PINT_01934,-1.26525009645144,1.05900256675469,0.771662613361803,1.12454607869968,-1.32799911590778,-1.27456750638191,-1.2824080635558,0.634924338359014,0.266458392774264,0.165643241450344,0.212447454204913,0.915540096692234
PINT_01935,-1.18868235926904,0.892332166268407,0.749033101956315,1.19453777575288,-1.29559503537036,-1.30312790324353,-1.3096970454931,0.607187742178616,0.230705806554648,0.234037517531531,0.0813427075192277,1.1079255256144
PINT_01936,-1.32971590252329,0.826880520512017,0.752202009932297,1.14161611874799,-1.22224637188854,-1.28316223737227,-1.34818515479816,0.63352338313907,0.304089897526441,0.318525767584634,0.157161018406745,1.04931095073307
PINT_02084,-1.19474305699911,1.77492978946924,1.08186194481992,1.21568750434823,-1.16983019258594,-1.00118342699325,-0.902663716612491,0.556396150237638,-0.375186520093628,-0.101162653209702,-0.187947158380386,0.303841335999503
PINT_02085,-1.0304864337616,1.75054579774262,1.34471036417233,1.22065774311358,-1.02461558516397,-0.927105776350639,-0.852747686061634,0.356651416434784,-0.469422814703008,-0.379802367897459,-0.466960606017171,0.478575948492156
PINT_02086,-0.616562430459501,1.02694271882159,1.17615394016558,1.32818501025827,-1.18590560288114,-1.43026175930236,-1.51126104482483,0.244076341438267,0.182333517592484,0.186843414048782,-0.132991503065512,0.732447398208372
PINT_02087,-0.672808662745804,1.10039867317223,1.20061294202723,1.25460968515626,-1.21415987708749,-1.46809550513408,-1.32713422478645,0.148738682880164,-0.013990787482594,0.0835976539162632,-0.040055734381033,0.948287154465298
PINT_02088,-0.330340257793205,0.284646212776885,1.89634323311934,-0.592177282924161,-0.507197991238531,-1.29058038616875,0.261190024144004,-1.27150229359226,1.5156552555928,0.552983180832559,0.249205414222494,-0.768225108971174
PINT_02089,-1.31674788168156,0.101516496703947,0.0614250422492008,-0.675933350260947,-1.23806634147294,-1.10164817147103,-0.745876818167435,1.12531298885467,1.41950468029759,0.769819234764731,1.21106956496565,0.389624555218122
PINT_02090,2.06138893089353,0.550825809920638,0.845943237866674,-0.322787614544187,-0.238119434024321,-0.111407930145217,-1.15844610768385,-1.22726458384469,-1.23563653408075,0.818180390087536,0.51551476095506,-0.498190925400442
PINT_02091,-1.58862061981555,1.14459607970077,1.04785483441146,1.1968061077098,-1.23695255461509,-1.08741940715588,-1.14654988530085,0.439832116579069,0.237165685955648,0.192675037022512,0.373691429487224,0.426921176020885
PINT_02092,-1.6980444457931,0.92761843258449,1.02799557557773,1.02923693525408,-1.26426741537492,-1.12769444668237,-1.11552243778914,0.579705344911618,0.434249153179981,0.305725409864554,0.422116588671724,0.478881305595358
PINT_02107,1.19812456313644,-0.677358425836851,-0.658796634889396,-0.623736944636935,1.32608069716758,1.40437864228193,1.4737639310898,-0.650734607508583,-0.694532063136894,-0.769628321159486,-0.679683953258353,-0.647876883249254
PINT_02108,1.15244513062305,-0.131237081978876,-0.71750483911796,-0.616917208454053,1.29801120715355,1.39112322402467,1.43788857417444,-0.791706859670038,-0.783625450865311,-0.904159224329423,-0.915243886107905,-0.419073585452147
PINT_02109,-0.699134169182659,0.647424344611629,0.206033300315225,1.49190649889931,-1.03190614205282,-1.38799241280316,-1.55199074401784,0.304437862221126,0.64264711318845,0.565551621245721,-0.389654629442717,1.20267735701773
PINT_02110,-0.860253632103238,1.0018797000333,0.418591131014956,1.40688442022006,-0.960539932095917,-1.28301186357827,-1.4110138404065,0.242837120114554,0.669573784530356,-0.0253609877529903,-0.525446373777521,1.3258604738012
PINT_02111,2.14567565909066,-0.442426858128951,-0.931339645008675,-0.124399735556726,0.800100517242893,0.772097035756918,1.1918097338159,-1.06439662885858,-0.804001878223002,-0.340470472938694,-0.455892821223951,-0.746754905967792
PINT_02113,0.586444465478334,-0.935449396139071,-1.35974410456656,-0.948796771425197,0.877339683437556,1.09090835487615,0.979867601626547,-0.0677068852172356,0.632665433708804,0.553715296714614,0.392537497721269,-1.8017811762152
PINT_02114,1.31294202959891,-0.835104841471477,-0.511810832562654,-0.194236512903326,1.23358521078541,1.29568919735139,1.23302928322687,-0.45654388868347,-1.01630589214985,-1.09152990569096,-1.05725573618186,0.0875418886810266
PINT_02498,-1.04067304930846,-1.07463380381142,-0.677068990402046,-0.49771648537582,-0.685063279822477,-0.620540309051567,-0.72393292044412,1.79609998093133,1.04498766654616,1.03634107321139,1.07153482765119,0.370665289875843
PINT_02499,-0.96654792857837,-0.979084461981525,-0.952323986875972,-0.644139466593875,-0.638813656064924,-0.605705991601126,-0.592600821581905,1.74542591716983,0.990153419676665,1.03517321220517,1.16969520036886,0.438768563857161
PINT_02500,-0.982182279661496,-0.686899278164944,-1.06771572339305,-0.702556079967453,-0.712468208301454,-0.610812366377545,-0.691150043420488,1.69443187989386,1.00545674214114,0.969100867062669,1.173065670333,0.611728819855763
PINT_02501,-0.944222431168732,-0.725296382818593,-1.15489942159366,-0.683111031642122,-0.717681740505185,-0.617459840606476,-0.645052703881407,1.60684666270149,0.961019493441868,0.936206898247436,1.23688279980717,0.746767698018214
PINT_02502,-0.903798045093352,-0.726973254846115,-1.12448490427952,-0.827139126691006,-0.573600649759619,-0.608575558977929,-0.723557830756586,1.5925379009573,0.926274529645015,0.831405320536448,1.30600682899693,0.831904790268423
