13_PMUR-invitro.counts,14_PMUR-invitro.counts,15_PMUR-invitro.counts,16_PMUR-invitro.counts,17_PMUR-eSPF.counts,18_PMUR-eSPF.counts,19_PMUR-eSPF.counts,20_PMUR-eSPF.counts,21_PMUR-Conv.counts,22_PMUR-Conv.counts,23_PMUR-Conv.counts,24_PMUR-Conv.counts
108.31195410181188,105.50687387016043,144.47897104371808,128.42432099272457,103.2165542843542,84.76523026734915,86.74967508650687,83.3314850820786,138.1249743206599,79.435599467055,155.39689099215678,134.78718679276767
218.84050674029268,213.4608907662895,292.4157978970526,253.01077929036458,450.0510191806,412.8502108174941,324.4446079655934,367.19316995478766,743.9026608764457,507.18284100773417,870.7164113086359,462.16121169914226
3.76941732940893,3.6303608368820925,5.280225534862055,4.555270022536334,11.674482275288403,7.7316209705575565,8.703769328057495,10.274643634404088,9.805664110164932,9.728962600548277,11.851886920634444,11.996516475081435
3.2000612558795223,3.1007114185979745,4.548823225211256,3.5307790581412597,9.266147593169869,6.379047986331314,7.030741248434733,9.274407381842732,11.471396172393789,9.315355853479884,10.132862464365964,9.112268422800243
2.9980346057425526,2.4450054196829907,5.324861241351387,4.226913242735826,10.489286410633616,7.400012242208162,7.761535141641211,11.037028113229294,12.608942029393411,7.926735854280089,10.23447265942968,13.521430562864877
4.845299221049168,5.656907661247037,8.681309600038581,5.119925986847478,12.81149240773449,8.145852787423546,9.850659147535927,9.388203791435892,13.756349068521006,9.43958239232257,10.53828803844035,14.168466145207693
89.85241014196083,87.7010951311867,129.60158398144975,115.34845145468726,131.91116922075597,109.03659086125269,138.24273384189104,111.83612107754291,93.87379349509597,109.87844519291347,126.88308382345572,131.42950659454948
34.447057134858994,34.39490549944591,50.42678276519752,40.66842833586867,52.33162716105231,45.512299742158014,53.246397537689184,41.61664686704649,41.992819655790214,43.61070850682643,61.43922011223496,51.49618627714766
81.8951425340779,71.75705948469458,102.90577586211629,88.01490999029916,178.549628991481,161.0683515697649,161.67269836274568,121.07453740671653,138.03642202714985,138.9674853023342,179.4894996795746,146.92078746378775
14.366286249841691,12.682346421983828,20.197911169879514,15.118775659426031,44.85884061925723,32.18320706718976,31.682957780287698,28.561296041551447,20.285880555250362,15.851238825220946,23.166020952978897,32.85550304558961
285.48321734166757,267.6436965814635,353.88273989303417,293.7615582036642,292.47027461271324,293.2536743716316,322.50113638235086,239.68197390424885,154.8523308612796,170.26342106468778,147.0033218018058,236.89153240117136
24.220992168228367,21.004531451452184,32.954761747284394,23.212869513402417,149.26771190162594,155.52239017035197,118.20187844690592,124.5456675640848,231.90376434839237,242.47599843859547,183.80198342928807,128.423984462343
41.1829432492246,42.373957456981266,51.26901694025854,40.6015206691559,201.45695002562258,224.03447443759788,168.3848743232965,151.18321587902884,289.7089856871215,295.25617616881595,268.39159936018433,173.28318445428602
0.5651700371636298,0,0,0,3.042111131566298,0,1.8579736632500194,0,1.0334591146300711,1.1954374612671053,0,0
144.7435196295658,147.10190707672626,193.48545209626914,155.95864686418906,56.803069490158784,44.779436552093685,70.281227228301,49.091389658011146,63.2315319744611,66.71743149753287,75.56236650346348,69.33469045728452
6.020428242656763,5.545272291841024,7.562966981856892,5.538947113281026,65.23529279228674,62.780397978380726,47.15132598547036,65.89913371020808,47.79748405164079,37.132794109375084,49.024470679807564,31.67982997636439
24.879857621414974,25.194977745863252,37.6153348046102,29.474111774690243,64.7688405274231,56.734486301790014,45.035518556478124,43.72024831340219,47.02993321285531,38.7426447301164,37.57128778922212,65.94754847595942
20.391397390591628,16.20592818781041,28.727773492705136,23.42980345759652,42.80524880429521,37.351183013888516,29.81483151883802,30.18748401445132,39.822434226449886,35.80037988286378,18.889431982426586,52.63467754716935
21.655465445340933,16.79901446147173,30.840610926332324,25.38241847148217,42.72668540657766,39.329895502914596,29.479628390036346,38.35465463547475,40.95955216951993,38.87936995914618,27.54336400206319,49.128422279510204
34.327106880608625,30.546437060930906,50.887866301479676,39.23269361770381,73.18713594184652,55.41359816697696,56.692326257219754,47.40433291052305,62.0746546125205,53.1923094778358,47.62282711984518,80.23529857998136
44.99421820288033,37.73781012907519,57.366311185143736,45.571644735939785,58.44919947898846,43.500389521185554,47.00816656479869,42.28311836142849,44.62736814281731,35.134798186804154,24.725577568228438,48.20835067897917
50.44477398058124,49.59374831983149,65.05526194613704,47.910118428284775,63.30282436807468,50.267270224043514,42.92491523662575,36.129011747137184,53.91374978336733,41.296415427374086,44.33768085078819,63.03012209989077
62.45629061133476,49.19978383669176,66.42087010264224,58.63147618367675,81.09828561577442,62.246198760427454,63.42184878381537,60.56637667218377,71.56933010210282,50.49400887281322,51.0371033242973,81.64753785916146
130.6513923094942,127.51522857012831,167.91874926555948,137.58381138664788,162.02026806908168,122.13146965379612,155.01519139428368,125.24657227109968,142.07297231349676,114.25351443192005,127.4248746428829,183.11809275565332
131.32924659030314,112.31465805143775,154.59746287745475,112.26066748961954,198.20839227925734,188.81573126208232,208.57865703689708,198.57473474006827,291.7094935757713,243.60660811078688,285.5797379938348,257.6286799537159
65.11617314257417,59.926154353359344,95.20295822254747,75.32648326802212,50.34244665824058,42.01972699856995,45.793759101970814,42.781688163505336,89.78666624384167,75.30499399994619,76.5693333425919,67.2173977643904
