1_PINT-invitro.counts,10_PINT-Conv.counts,11_PINT-Conv.counts,12_PINT-Conv.counts,2_PINT-invitro.counts,3_PINT-invitro.counts,4_PINT-invitro.counts,5_PINT-eSPF.counts,6_PINT-eSPF.counts,7_PINT-eSPF.counts,8_PINT-eSPF.counts,9_PINT-Conv.counts
68.72863542267098,144.93914147860787,183.3203643248216,134.75031164269805,105.7736891780798,108.61056276143469,88.17627792116069,199.00155323863606,206.12209229081125,229.7262349551681,206.74394060762395,168.05782897094616
50.95202383638045,132.11634443663115,146.67006459015965,94.52805665226278,67.9917432490918,69.38688774437588,56.724147332994974,140.90182259679702,160.2453526394207,193.63865881828616,127.71991372247845,106.32645723589161
692635.8251289064,321863.91910588305,295317.89046347793,312764.2621404107,514143.57231955597,496725.2865465754,585520.864364062,338163.5033151351,297363.2648223244,234308.73577292354,307014.94855854166,312333.96488916664
98.6694919463091,244.0319645361938,319.7746678340718,305.8116687435626,169.14262783735165,175.93106230939833,142.15313329172847,226.46460796236425,165.07111306180195,191.97682732506453,126.36091845500376,307.09410648886677
815.3351671388297,2083.1945625377166,1649.812482459223,1386.048474897564,1183.2304083564677,1216.4136333101221,1003.3330912215756,1936.0371409860177,1499.1201878824077,1671.396274028303,1429.218619257722,1409.8317742604527
56.89944714104504,118.59213997316321,172.18033246259373,135.81389072619007,96.75474094416163,107.11035601643083,101.58475914033605,153.35484799289904,135.11730347123034,165.43885413601146,116.24411022705212,159.0943604732675
74.15009124013976,314.7819621256893,387.92533985253084,364.4437500933244,129.21544678745195,148.18142676994185,128.29488527487845,279.4227687890587,283.22656078643894,302.0220941785326,214.07163903731836,291.2481259282536
8.475437222262494,25.01774759608485,45.55035250333167,39.136362422854795,14.761558878036373,18.13568659688394,16.29545413161943,34.624373505825076,21.846039415347885,22.346860471530963,18.171056446167732,47.13121325822873
11.555761427526166,38.7260042415414,64.62950439762812,61.520882674018615,25.699178023935183,26.87171105226306,26.605080616608774,62.49402137521094,43.203864507926696,51.11436295239977,36.94314587994168,64.29813587429038
112.58370508435418,323.009516859731,329.670676242863,390.3236984306352,210.4026521403032,236.68063033929724,208.41851089236494,256.927131159478,157.51350752860304,158.14008115942275,136.36602268976182,339.54271955228023
92.30452511212283,85.02976657800886,118.15481129502679,143.14606775272367,153.15343660897346,151.72793387771776,146.96698226674027,163.83176329254428,152.71817431343794,141.25932930074825,109.53771925241449,121.55461834969836
117.76181307527479,185.8642780061021,269.9664711938144,239.40763973292084,197.19177853341807,221.7305261033442,174.48149957987397,347.25973068305836,404.9343709476333,413.25461183250076,398.43089954634524,247.09890468404535
24.325103063449937,34.243272756409425,70.42563974409849,43.10912565453975,40.37903998994577,39.786728827171274,32.3506641507328,62.64668662154167,72.4944833443296,83.08223157268998,49.183877230113744,54.52703351717559
2314.511518478351,662.6331888552667,415.23489479932493,657.5934847243769,4012.6780204453307,2826.8698150529663,1938.9804679847687,276.16868812280546,332.8936152218708,678.1069311970239,466.58155580233205,443.80666808114836
68.24614276020162,92.82487351293067,100.09218752063998,71.01546705541946,122.0089626981805,141.01179217293026,122.16109258912194,104.18225682977558,93.72740610474924,114.57116047924934,88.99939689258679,81.96712127525012
142.47362559571468,308.95737175439564,347.0232473859493,265.0347610438665,190.30045811526568,208.8233071088581,169.6187956876092,355.5078713773297,383.439192020652,393.9832505713263,358.35692357044513,288.9929922936366
80.94040138234128,149.17059139236375,193.07995074572406,159.10240483311887,118.44249383840526,120.35280413300521,102.69210899516814,198.47220483477386,198.62053952110182,225.57749052807137,173.39476609076993,166.50517372881333
4.6348562349541815,55.46541205786379,55.820643040356906,48.9996023105873,7.865438120422088,9.097059989034678,8.970751734770772,35.689492003562556,27.945103189483653,25.05444185232866,23.472368411231677,45.2674447328649
6.304639069433791,31.93094366823927,39.08418577235074,33.48765572358951,11.35714382927447,12.904099892292285,12.985239085841386,33.13489823631144,22.496686844364195,23.771330274985683,23.02949353554806,39.31162381373993
44.42191622834518,49.933202999895975,54.592097475243015,64.98803894843066,61.950631065882156,68.25407536237108,57.81151117963386,60.65482668771246,33.11340149460941,36.76418980800255,36.02356540890417,62.40623599156948
13.807367116303407,37.79499544391867,44.78471049125393,54.36780469748772,23.68793800467069,26.96841517883928,27.06537914696701,47.933278390706064,27.296048844747666,30.92987272977606,36.04199178507241,50.1566875687983
15.527109961654896,58.67104666903768,74.42284291104713,68.9135594850219,25.34843392021876,28.996054535353437,29.728433994920767,76.91622991909267,62.86373714362402,70.47167590759487,68.23383634198973,74.23388763902084
13.978108511809406,42.74575232776321,63.718435958946245,51.504255297528914,24.440387372590283,29.375949874860304,27.159230433670636,57.15064700136184,41.582411965861645,40.05783393123765,47.285739753377136,57.82046339279294
61.38800602355427,107.64953888412249,160.30885598615276,142.83679904089422,94.42912084196303,101.31531738725121,91.93015570855768,168.00488600285217,143.24450245572228,163.9107859019966,150.44092282617413,155.1883196230273
58.05903944738124,198.94191143424896,260.51548035298345,216.41337107950307,90.76701457205867,97.02206916749356,82.88622011023274,140.25110973238893,84.60312713996164,97.63143262788432,75.42028580207548,218.8582832504159
