1_PROD-invitro.counts,10_PROD-Conv.counts,11_PROD-Conv.counts,12_PROD-Conv.counts,2_PROD-invitro.counts,3_PROD-invitro.counts,4_PROD-invitro.counts,5_PROD-eSPF.counts,6_PROD-eSPF.counts,7_PROD-eSPF.counts,8_PROD-eSPF.counts,9_PROD-Conv.counts
1.2351244145568872,0,0,0,1.3988833151524533,2.5330203716926487,0,3.1720335309310124,6.12470819851153,4.822942699490677,7.614551420882524,0
182.68257152086136,183.24976294341937,94.38876199113233,93.9170990577157,162.36088667311267,158.30146662568936,194.52824835072462,263.1420921419867,196.11175924450686,217.39551754342995,235.31762648336954,104.53511254242886
100.25995314126847,205.1922209056106,102.43356398781533,153.30799596236216,88.53277990292871,87.2910889311772,114.89752447149175,269.64391276878365,233.65639771182074,265.5167662932883,246.56787157420794,129.7378880995
95.77470061388458,53.38279098939646,97.61813433813136,47.02165172307356,89.29290466099906,99.59321113902193,148.12198420535637,145.6660788140305,166.90698593879878,150.60579224012378,159.41448177481914,138.42912742043134
55.61651949933115,100.66311675026836,259.4288245445628,162.28317385041814,69.47474182636346,98.12478916382527,149.48084531764346,393.58052735129024,404.55958449496967,321.1281408868034,389.99023846046816,352.9073249453172
103.68193124741332,113.13344103922103,259.741274197016,205.53965983162055,120.12667955623608,145.99856172017866,195.10488141922912,310.67269582353737,368.6084306153823,253.66879510222157,331.42325955432045,377.59379747151553
66.70955084752184,106.27495093273653,149.22180309440384,93.87087874922524,66.45725228201755,78.49365927564976,122.51180391820063,190.93444776702748,161.12171756437553,184.84522934183022,178.92218033510065,122.02045869030258
6.037549221563645,41.69323316620243,43.2478125499439,36.46370553274212,5.575630449215367,8.127631761745517,12.251180391820062,55.10441176599057,45.50707985869665,47.586367968308004,57.120743204516614,39.06142732463954
12.192703310098194,38.02175568785709,53.623799835111896,41.41162069444311,14.748441833408393,16.292132820797338,22.180564499706485,64.51933255857392,72.24850676534487,58.18776647737663,71.28663210255645,40.36084980620517
38.77542101457379,123.2600707266478,89.13212276336034,97.32697965958604,43.45515068299787,41.20861424655063,54.769982928136756,171.75911331388832,145.42087915182455,159.42705632163083,184.3101492765843,111.33551210712767
99.45177426886055,178.05324588486084,227.76453198651433,170.27071864784193,106.36380241485215,110.48157354078967,158.8940972029996,254.75238541679164,245.79120775817853,224.11256631539,244.94007866761123,190.07921831964748
51.68678188545354,184.90624383162225,178.19820076549024,120.29946718264824,84.54776520850938,92.94462478287154,139.57812486202954,336.33024184677475,237.66305505030115,274.2726730909693,264.5677785352653,184.58629711701553
46.88196371379135,99.73456416291653,146.2697226982489,111.69764199921445,65.4613423301245,66.76688113303943,97.6556184301036,189.39444970421664,233.59533885110005,282.25416090949483,188.1646370972595,79.49776048471314
64.6863090422338,122.38497556340484,176.67820400349385,187.051851966522,83.5337971957104,97.58000340751236,119.11849136363176,177.03294092411855,221.2341539129967,275.9752581183618,175.4530969258655,108.49615875003296
30.53963876954841,98.88564125476641,162.82385580702442,111.87589251872677,37.4503929828194,44.95840537919868,61.37370177056013,127.05163470404527,88.53933137098255,90.36834301673876,102.54781199409278,152.70889736932398
53.974428634483886,196.8797309033435,275.8249378185311,227.90305272316118,69.48017400782312,86.03374157922997,117.5508321052167,282.5459496995957,191.43771054587052,209.85000787999533,240.4631468871124,306.4634205531905
69.9694491794458,87.32034321007201,90.59003059795755,54.77041273198911,74.06629891631646,74.73534520387123,94.50910587975478,106.75595335455388,55.30922929096514,64.06300385079723,77.93852904098219,44.59434136457032
33.5130424483102,189.55290481811792,212.77923774572403,196.62656863905835,57.90502622659186,73.67571197776033,115.46737519290409,374.10170455417625,121.80513429789805,170.56738768640403,242.118939710874,130.12337977520548
31.602211080643396,197.83639699039293,223.20044310315348,201.8437155233483,54.33148267593579,67.96197348143784,95.86011324125873,348.6639897507562,196.00140745447163,237.72312770132817,250.74305930716773,111.21656391043203
69.85046133071448,231.5599380760962,233.47662504720606,201.24715710241554,78.58969609207614,68.96646252812997,106.9907355214464,219.20708350496142,106.98986112844698,111.13364405410012,156.36815552037982,226.07438187060058
22.966980139401397,98.40844513074877,153.85575652383122,77.60061907891127,25.321940132436563,26.78679867938359,36.94202087379588,168.1633242874801,69.2625975351673,52.71105374951041,118.98029462491284,159.33056048214507
12.322398352447584,66.7331593106055,133.26937395963606,122.54874836481817,17.91224049614532,23.08221536158141,36.51944218708146,217.28766420797913,84.1022563581596,79.41164590889616,135.78475028448474,166.61233013843065
19.73212579387082,261.14193877156447,403.784434323168,351.6090226680545,26.013431181772823,28.272998829232623,48.496900618396516,346.9267864645454,164.383359939325,180.35973144464927,281.0693346908962,336.7614505142822
1.5506851432261117,25.7552558751237,40.34736045078599,29.581074313987102,2.0662148766722863,2.1201195127008328,2.347531572085281,39.35600883885663,18.454809374197616,16.811950360060912,27.41466492099172,23.974828148356604
113.65292656383458,16.782549675596215,6.167514137557218,16.956657015226014,106.66789383105967,99.96987066946986,99.28782717544607,37.420801364896285,53.46781493413631,50.689826748849846,31.134135066905532,20.88937200404636
129.4565643396617,214.62935583201158,270.1532129066782,216.23068126486868,154.7532330055522,178.27469396005873,240.3830092031361,415.12520302017526,721.5793000111013,464.3876742765816,494.34654895849826,252.31555812407103
254.64634616235705,640.8706371058945,586.399474102389,542.5240131643179,324.0012024819639,405.5536255997358,524.1961751901592,1287.0130588254633,1413.454049419642,2025.2308572338961,1643.6588827253681,878.5232827948457
20.377747102740454,146.56339434740602,171.87211820835162,117.45707739494279,32.99237666672424,42.01949973314705,63.620164841732255,239.02014651712764,367.75111946325814,284.4746471087887,254.5531181138886,176.77580158394986
49.182804812583846,171.14399743223422,167.58527363103263,142.68406512812135,66.48676309253042,72.76770311687783,104.35914028885749,231.62936720682615,381.19088351272615,291.61158419603385,259.1907407813968,148.10791193925826
0,1.413914441533747,0,0,0.2211909515411999,0,0.9423984916784663,0.5015608574549036,5.810620598587861,7.626020507741668,7.525064171278134,3.422048120320986
26.43839231608388,147.66568948768068,154.72528706269597,123.75098725535139,32.88832960728216,32.59234064794916,46.118626186514945,166.26742424630055,241.86708241621974,209.44865324512492,157.01046393371828,114.21085601571288
10.738158161530095,107.87471821144356,118.21068763651333,100.87512169713692,14.895941457889329,17.29897579890644,28.920819285608015,137.88812425440548,183.1075785133141,151.47026962589845,120.98329400091627,80.22178380424606
13.066134845765676,106.59376739562782,106.09285564030172,93.5572317325441,16.45882795903221,20.042773931291897,25.014962473674437,126.53184242420902,143.23787581021023,129.71765159561787,109.13924869533399,56.957771642832135
25.505130303655594,207.92325305820577,211.47783568000094,190.82721044658024,28.332734545121404,30.667362848719247,46.5320062588395,181.07267249273315,147.3338826640104,218.9409498725364,113.40616892546024,84.48377515397956
12.986830441846223,22.36200167439548,50.66172327279143,19.170659851315435,17.173387795235648,18.90751202177953,25.74441593857119,43.98942967318768,15.316474573236208,18.42052953611923,28.238756939885764,66.42242710964051
24.489739588151867,30.605497289467326,72.96257753641254,31.100726582950433,24.517270733987733,27.404021565095903,45.95658099132502,55.96843214145102,16.62560343519398,24.248555926434463,38.19420130570261,118.77290461630827
29.979496254092357,149.06144578142076,100.39811826662776,87.85458216107969,38.838707080206845,49.35727062162753,74.06649698068385,175.95854190986412,62.36202125534661,61.60153113705626,100.55959726527733,23.15742152655571
76.72196180933656,430.6762747825055,263.3854919784357,210.65861488988818,110.69557678516603,122.52998138624196,177.86567736737302,487.594035037455,229.26079258107174,222.90913608512167,327.58087379417697,120.7958008019875
4.687138803959469,47.26513990269954,31.176445090948576,14.285828254586022,5.118990592810625,6.179456291382065,5.923647661978931,36.112381736753065,53.125674044231886,67.45759854848059,42.05435862577151,38.131393340719555
6.850433636556146,70.31505280396672,54.034175265802695,50.769635797067245,9.596284359172056,10.321100429694404,15.73080559186363,71.53029459395319,77.37064812427376,102.3881245708639,73.97716931456505,35.141801850988585
85.43156088041589,337.67775208835855,267.49738078571835,226.0499133369993,109.74263643166789,112.00805240386622,160.65465421025894,308.1341713139445,132.5939691507314,129.9222314461193,172.9802792427746,155.01525196588054
0.2456967921430367,0,0,0,0.27827248742279986,0.6718405286926739,0,0,0,0.383761032002484,0,0
82.95236056249122,70.03902247824986,71.43062878509693,59.14739129481682,82.58494389770486,81.33409699016899,102.65444043951598,89.73898336795034,46.396841632705346,74.08588567577812,67.65282336657711,91.08162200816423
